magnitude,longitude,latitude
2.9,-104.3865974,31.67896554
2.5,-104.10010000000001,31.606399999999994
4.6,-178.8104,-29.4237
2.59,-114.822666666667,44.2833333333333
4.6,-73.6815,-38.05510000000001
3.06,-66.4068333333333,18.1536666666667
4.3,-151.3298,61.071799999999996
4.4,-110.9926,26.419799999999995
3.9,-155.3535,58.266500000000015
3.46,-155.496166666667,19.1721666666667
4.8,147.7391,18.6035
3,-159.7131,54.5532
2.66,-66.8665,17.8656666666667
2.5,-99.49950000000001,39.23539999999999
2.8,-118.91450000000002,38.4022
2.6,-150.9707,61.90390000000001
5.2,-175.8198,-24.4193
2.88,-121.24766670000001,35.7493333
2.59,-66.9651666666667,17.953666666666702
4.6,169.4135,-19.009499999999996
4.5,120.33410000000002,-18.195700000000002
2.77,-116.7351667,33.97916670000001
4.5,121.44700000000002,23.175699999999992
3.7,-172.0689,52.45989999999999
2.52,-121.14333340000002,40.2281685
3.06,-121.1146698,40.19800190000001
5.1,144.1436,12.4183
3.39,-155.392666666667,19.2445
3.7,-126.5495,62.57
2.88,-121.10066669999999,40.202999999999996
3.76,-65.031,18.987000000000002
2.97,-121.158165,40.2196655
4.8,-173.3806,-19.4408
3.51,-65.024,18.9888
4.3,132.3781,33.4567
3.09,-121.09316670000001,40.1941667
2.6,-121.127,40.17260000000001
3.43,-68.9198333333333,18.382833333333302
2.66,-121.12900000000002,40.19466669999999
3.2,-121.131,40.2245
2.7,-155.12660000000002,58.266100000000016
5.16,-121.0998333,40.196000000000005
4.6,-76.0172,7.051200000000001
3.3,-148.9497,61.5842
4.9,-87.7765,-41.203
4.5,36.22760000000001,37.87120000000001
2.55,-121.1613333,40.2353333
5.4,144.19260000000003,12.4075
2.7,-104.1000667,31.61039422000001
3.41,-67.8248333333333,19.1505
3.44,-67.3171666666667,19.273499999999995
4.3,179.8842,-23.5237
2.8,-104.1651651,31.528297869999996
4.6,-25.0842,-58.722199999999994
4.5,-77.9275,0.7673
4.1,139.2627,35.60049999999999
2.95,-121.10033330000002,40.197166700000004
2.94,-121.1090012,40.2061653
4.6,126.1699,10.0398
3.8,-66.8005,19.090000000000003
3.79,-121.10033330000002,40.196000000000005
2.8,-104.1680898,31.5234584
2.74,-121.15766670000001,40.22950000000001
4.4,120.34420000000001,17.3912
2.67,-153.083333333333,60.03733333333331
4.4,45.397800000000004,11.6532
4.3,-69.721,-17.607500000000005
2.6,-152.2162,58.4727
3.03,-65.0488333333333,18.0631666666667
2.79,-121.14933330000002,40.2198333
2.99,-121.1551667,40.214
2.51,-121.16183330000001,40.222
2.66,-121.10616670000005,40.2041667
2.57,-121.0865,40.21249999999999
2.61,-121.1051667,40.19533330000001
2.83,-121.16633330000002,40.2301667
5.48,-121.10950000000001,40.2041667
4.1,-70.2178,-22.2572
4.1,15.276100000000003,35.2235
4.3,102.14190000000002,29.523400000000006
2.65,-155.115005493164,19.0799999237061
4,71.0183,36.4731
4.6,120.95339999999999,21.834500000000002
3.7,-67.1206,19.03900000000001
4.9,102.00230000000002,29.632199999999997
4.9,-63.5365,10.221199999999998
2.62,-123.28166666666667,47.44833333333333
4,-69.7845,-19.2581
4.7,162.9906,55.406800000000004
4.6,-30.7597,2.252
4.9,97.1193,1.2392
4.8,125.337,24.205400000000004
5.9,125.2916,24.212000000000003
3.5,-67.6531,18.9425
5,163.1793,55.2274
3.65,-64.7836,19.117600000000003
2.6,-148.1373,62.1888
5.2,142.9855,42.33239999999999
2.59,-66.95516666666671,17.9828333333333
3.51,-64.844,19.2593
4.2,-68.7728,-20.4478
4.2,-87.1231,4.5792
2.5,-178.01390000000004,51.200700000000005
2.85,-124.42033330000001,40.5046667
3.6,-104.1531231,31.53639665
3.78,-67.8116,19.2295
4.3,-174.6668,-15.548000000000002
4.7,172.27710000000002,-14.785199999999994
3.61,-64.8723,19.160000000000004
2.66,-67.2528333333333,17.891333333333304
4.8,163.0931,55.29240000000001
3.64,-67.8515,19.156600000000005
3.2,-99.1234,19.3557
3.77,-67.7545,19.0618
4.4,129.901,30.05720000000001
4.3,-67.74430000000001,19.105
4.1,69.7182,36.57889999999999
3.8,-104.1643245,31.52984619
2.8,-104.16336250000002,31.540485530000005
4.7,33.124500000000005,86.24959999999996
4.3,22.3898,35.036199999999994
3.1,-111.6339,35.6794
5,169.5469,-20.280699999999996
2.53,-66.9531666666667,17.9496666666667
3.1,-128.863,44.22590000000002
2.5,-104.47880000000002,37.29460000000002
2.7,-96.8522,38.4073
4.1,138.4022,31.4516
2.8,-158.0326,64.99160000000002
2.45,-66.9495,17.929
5.2,140.2223,35.1122
3.2,-111.5594,35.7904
2.8,-151.71,59.9021
4.9,143.873,12.0634
5,161.0929,-10.1477
5.1,-174.3897,-15.654200000000001
7.6,-174.6077,-15.600199999999996
4.4,126.88510000000001,5.798599999999999
3.48,-155.3995,19.176666666666698
3.2,-176.5361,51.7597
4.9,-179.3707,-25.312200000000004
5,137.3084,37.5782
4.3,106.15460000000002,-5.176400000000001
4.9,104.694,-6.7205
4.7,-109.7255,25.5071
4.6,-109.3187,25.4721
4.9,-109.69000000000001,25.5072
2.8,-117.49833330000001,34.024499999999996
4.9,-109.8329,25.541000000000004
2.56,-66.9168333333333,17.9496666666667
5,104.8155,-6.5607000000000015
2.63,-66.98,17.9378333333333
2.5,-149.6142,62.71980000000001
4.5,139.9843,35.7564
4.4,122.18350000000001,0.33
4.4,105.00010000000002,28.067800000000005
2.8,178.7395,51.22919999999999
4,140.4653,39.902699999999996
4.1,-70.7297,-26.089800000000004
3,-163.0187,53.99060000000001
3.32,-66.9521666666667,17.833
4.1,32.994400000000006,39.15110000000001
4.2,73.0308,38.1115
5,143.8501,12.175399999999998
4.2,-179.9542,-23.826900000000002
4.6,134.8916,-4.008900000000001
4.8,137.2572,37.53999999999999
2.48,-66.8245,17.996833333333303
2.5,-149.7056,63.000700000000016
4.3,-179.8082,-23.564900000000005
2.5,-153.1967,60.3517
4.3,-64.2574,31.690600000000007
4.4,142.144,39.969
2.7,-103.99597640000002,31.611017530000012
2.6,-103.99665580000001,31.61250891
2.7,-162.5716,52.9566
4.3,28.8639,36.4302
3.2,-155.354,19.1773333333333
2.5,-179.5313,51.748499999999986
4.5,147.037,-5.4213000000000005
4.9,-167.4107,53.7235
4.5,157.4113,51.413000000000004
5.1,92.0274,10.965400000000002
4.7,133.8903,-4.7043
2.7,179.6746,51.81850000000001
4.4,55.1396,26.8877
4.1,-66.075,-22.5145
2.8,-175.7011,52.11030000000002
4.6,163.1783,55.41640000000001
4.4,131.1893,-5.7753000000000005
3.4,-66.9525,17.8338
2.58,-66.9585,17.963
4.4,37.65939999999999,34.982000000000006
4,-149.6444,63.64890000000001
4.6,-85.7661,11.133600000000001
4.5,137.3966,37.51910000000001
2.5,-151.1489,58.1841
4.2,72.3042,37.61580000000001
4.6,162.8783,-11.4272
4.4,-66.744,-21.068299999999997
4.5,126.0061,2.1823
4.2,128.7486,-6.822599999999999
4.4,107.2238,-7.0763
4.2,71.2707,36.9951
3.2,-104.41161890000001,31.677653920000015
4.2,162.5143,55.592000000000006
3.7,-173.3533,51.4922
4.5,38.395500000000006,37.9808
4.9,137.3632,37.45459999999999
2.5,-104.29273670000002,31.65517393000001
2.71,-66.1925,18.3456666666667
2.8,-151.4788,66.0253
2.59,-66.8368333333333,17.983666666666696
4.6,122.3146,17.411900000000003
4.3,-131.9642,52.35110000000001
4.7,24.721800000000005,-12.473400000000003
3.32,-118.6536667,34.0453333
4.5,-175.5215,51.54690000000001
4.3,124.5271,0.5189000000000001
5.1,-174.8507,-20.5954
4.3,140.4059,32.7878
2.86,-66.6658333333333,18.7421666666667
3.8,-179.55590000000004,50.913900000000005
3.39,-66.9633,17.950800000000005
4.4,35.9956,11.702500000000004
2.75,-67.01,18.003499999999995
3.3,-157.6958,55.124799999999986
2.8,-157.6086,55.1044
3.84,-155.374333333333,19.2401666666667
4.9,122.72540000000001,24.728900000000003
3.8,75.0264,33.92529999999999
2.7,-66.6705,17.940999999999995
4.7,143.2097,-4.345
2.47,-83.0073333333333,33.280166666666716
2.69,-66.9636666666667,17.946500000000004
5.9,-121.42080000000001,-56.0059
2.81,-123.0718333,40.13283330000001
2.6,-179.3272,51.738100000000024
4.4,20.0234,37.61130000000001
4.7,57.9456,12.995899999999997
2.6,-104.4659875,31.64947838
4.9,-121.8572,-55.8136
4.6,-122.1655,-55.885400000000004
2.8,178.7501,51.116
4.6,-71.3262,-28.6913
3.06,-64.925,18.738
